UC Campus,CC,UC Course Requirement,Courses Group 1,Courses Group 2,Courses Group 3
University of California Davis,Chabot College,MAT 027A,Not Articulated,,
University of California Davis,Chabot College,MAT 067,Not Articulated,,
University of California Davis,Chabot College,BIS 002A; BIS 002B; BIS 002C,BIOS 21A (4.00); BIOS 21B (4.00); BIOS 21C (5.00),,
University of California Davis,Chabot College,CHE 002A; CHE 002B; CHE 002C,CHEM 1A (5.00); CHEM 1B (5.00),,
University of California Davis,Chabot College,CHE 004A,Not Articulated,,
University of California Davis,Chabot College,CHE 004B,Not Articulated,,
University of California Davis,Chabot College,CHE 004C,Not Articulated,,
University of California Davis,Chabot College,PHY 009A,PHYS 4A (5.00),,
University of California Davis,Chabot College,PHY 009B,PHYS 4C (5.00),,
University of California Davis,Chabot College,PHY 009C,PHYS 4B (5.00),,
University of California Irvine,Chabot College,I&C SCI 31; I&C SCI 32; I&C SCI 33,CSCI 14 (4.00); CSCI 15 (4.00),,
University of California Irvine,Chabot College,MATH 2A,MTH 1 (5.00),MTH 15 (3.00),
University of California Irvine,Chabot College,MATH 2B,MTH 2 (5.00),MTH 16 (3.00),
University of California Irvine,Chabot College,MATH 3A,MTH 6 (3.00),,
University of California Irvine,Chabot College,I&C SCI 6N,Not Articulated,,
University of California Irvine,Chabot College,I&C SCI 6B,MTH 8 (3.00),,
University of California Irvine,Chabot College,I&C SCI 6D,Not Articulated,,
University of California Irvine,Chabot College,I&C SCI 45C,Not Articulated,,
University of California Irvine,Chabot College,I&C SCI 46,CSCI 20 (4.00),,
University of California Irvine,Chabot College,I&C SCI 51,Not Articulated,,
University of California Irvine,Chabot College,I&C SCI 53,Not Articulated,,
University of California Irvine,Chabot College,IN4MATX 43,Not Articulated,,
University of California Irvine,Chabot College,STATS 67,Not Articulated,,
University of California Los Angeles,Chabot College,COM SCI 31,CSCI 15 (4.00),,
University of California Los Angeles,Chabot College,COM SCI 32,CSCI 20 (4.00),,
University of California Los Angeles,Chabot College,COM SCI 33,CSCI 21 (4.00),,
University of California Los Angeles,Chabot College,COM SCI 35L,Not Articulated,,
University of California Los Angeles,Chabot College,COM SCI M51A,Not Articulated,,
University of California Los Angeles,Chabot College,EC ENGR M16,Not Articulated,,
University of California Los Angeles,Chabot College,MATH 31A,MTH 1 (5.00),,
University of California Los Angeles,Chabot College,MATH 31B,MTH 2 (5.00),,
University of California Los Angeles,Chabot College,MATH 32A,MTH 3 (5.00),,
University of California Los Angeles,Chabot College,MATH 32B,MTH 3 (5.00),,
University of California Los Angeles,Chabot College,MATH 33A,MTH 6 (3.00),,
University of California Los Angeles,Chabot College,MATH 33B,MTH 4 (3.00),,
University of California Los Angeles,Chabot College,MATH 61,MTH 8 (3.00),,
University of California Los Angeles,Chabot College,PHYSICS 1A; PHYSICS 1B; PHYSICS 1C,PHYS 4A (5.00); PHYS 4B (5.00); PHYS 4C (5.00),PHYS 7A (5.00); PHYS 7B (5.00); PHYS 7C (5.00),
University of California Los Angeles,Chabot College,PHYSICS 4AL,Not Articulated,,
University of California Los Angeles,Chabot College,PHYSICS 4BL,Not Articulated,,
University of California Los Angeles,Chabot College,ENGCOMP 3,ENGL 1 (4.00),,
University of California Los Angeles,Chabot College,,ENGL 4A (4.00),ENGL 7A (4.00),
University of California Los Angeles,Chabot College,,CSCI 14 (4.00),CSCI 15 (4.00),ENGR 25 (3.00)
University of California Merced,Chabot College,CSE 022,CSCI 14 (4.00),,
University of California Merced,Chabot College,CSE 030,CSCI 20 (4.00),,
University of California Merced,Chabot College,MATH 021,MTH 1 (5.00),,
University of California Merced,Chabot College,MATH 022,MTH 2 (5.00),,
University of California Merced,Chabot College,MATH 023,MTH 3 (5.00),,
University of California Merced,Chabot College,MATH 024,MTH 4 (3.00); MTH 6 (3.00),,
University of California Merced,Chabot College,PHYS 008; PHYS 008L,PHYS 7A (5.00); PHYS 7B (5.00),PHYS 4A (5.00),
University of California Merced,Chabot College,PHYS 009; PHYS 009L,PHYS 4B (5.00),PHYS 7C (5.00),
University of California Merced,Chabot College,CSE 015,Not Articulated,,
University of California Merced,Chabot College,CSE 022,CSCI 14 (4.00),,
University of California Merced,Chabot College,CSE 024,CSCI 15 (4.00),,
University of California Merced,Chabot College,CSE 030,CSCI 20 (4.00),,
University of California Merced,Chabot College,CSE 031,Not Articulated,,
University of California Merced,Chabot College,ENGR 065,ENGR 43 (4.00),,
University of California Merced,Chabot College,ENGR 091,Not Articulated,,
University of California Merced,Chabot College,MATH 032,Not Articulated,,
University of California Merced,Chabot College,ENGR 080,Not Articulated,,
University of California Merced,Chabot College,WRI 001,ENGL 1 (4.00),,
University of California Merced,Chabot College,WRI 010,ENGL 4A (4.00),ENGL 7A (4.00),
University of California Riverside,Chabot College,CS 10A,CSCI 14 (4.00),,
University of California Riverside,Chabot College,CS 10B,CSCI 15 (4.00),,
University of California Riverside,Chabot College,MATH 9A; MATH 9B; MATH 9C,MTH 1 (5.00); MTH 2 (5.00),,
University of California Riverside,Chabot College,PHYS 40A,PHYS 4A (5.00),,
University of California Riverside,Chabot College,CS 11,Not Articulated,,
University of California Riverside,Chabot College,CS 10C,CSCI 20 (4.00),,
University of California Riverside,Chabot College,CS 61,CSCI 21 (4.00),,
University of California Riverside,Chabot College,MATH 10A,MTH 3 (5.00),,
University of California Riverside,Chabot College,PHYS 40B,PHYS 4A (5.00); PHYS 4B (5.00),,
University of California Riverside,Chabot College,PHYS 40C,PHYS 4B (5.00); PHYS 4C (5.00),,
University of California Riverside,Chabot College,EE 20B,Not Articulated,,
University of California Riverside,Chabot College,MATH 31,MTH 6 (3.00),,
University of California San Diego,Chabot College,CSE 8A,CSCI 14 (4.00),,
University of California San Diego,Chabot College,CSE 8B,Not Articulated,,
University of California San Diego,Chabot College,CSE 11,CSCI 19A (4.00),,
University of California San Diego,Chabot College,CSE 12,CSCI 20 (4.00),,
University of California San Diego,Chabot College,CSE 15L,Not Articulated,,
University of California San Diego,Chabot College,CSE 20,MTH 8 (3.00),,
University of California San Diego,Chabot College,CSE 21,Not Articulated,,
University of California San Diego,Chabot College,CSE 30,CSCI 21 (4.00),,
University of California San Diego,Chabot College,MATH 18,MTH 6 (3.00),,
University of California San Diego,Chabot College,MATH 20A,MTH 1 (5.00),,
University of California San Diego,Chabot College,MATH 20B,MTH 2 (5.00),,
University of California San Diego,Chabot College,MATH 20C,MTH 3 (5.00),,
University of California San Diego,Chabot College,BILD 1,BIOS 21C (5.00); BIOS 21B (4.00); BIOS 21A (4.00),,
University of California San Diego,Chabot College,BILD 2,BIOS 21C (5.00); BIOS 21B (4.00); BIOS 21A (4.00),,
University of California San Diego,Chabot College,BILD 3,BIOS 21C (5.00); BIOS 21B (4.00); BIOS 21A (4.00),,
University of California San Diego,Chabot College,CHEM 6A,CHEM 1A (5.00),,
University of California San Diego,Chabot College,CHEM 6B,CHEM 1A (5.00); CHEM 1B (5.00),,
University of California San Diego,Chabot College,PHYS 2A,PHYS 4A (5.00),,
University of California San Diego,Chabot College,PHYS 2B,PHYS 4B (5.00),,
University of California San Diego,Chabot College,PHYS 4A,Not Articulated,,
University of California San Diego,Chabot College,PHYS 4B,Not Articulated,,
University of California Santa Barbara,Chabot College,MATH 3A,MTH 1 (5.00),,
University of California Santa Barbara,Chabot College,MATH 3B,MTH 2 (5.00),,
University of California Santa Barbara,Chabot College,MATH 4A,MTH 6 (3.00),,
University of California Santa Barbara,Chabot College,MATH 4B,MTH 4 (3.00),,
University of California Santa Barbara,Chabot College,CMPSC 16,CSCI 15 (4.00),,
University of California Santa Barbara,Chabot College,CMPSC 24,CSCI 20 (4.00),,
University of California Santa Barbara,Chabot College,CMPSC 40,CSCI 28 (3.00),MTH 8 (3.00),
University of California Santa Barbara,Chabot College,CMPSC 32,Not Articulated,,
University of California Santa Barbara,Chabot College,CMPSC 64,CSCI 21 (4.00),,
University of California Santa Barbara,Chabot College,MATH 6A,MTH 3 (5.00),,
University of California Santa Barbara,Chabot College,PHYS 1,PHYS 4A (5.00),,
University of California Santa Barbara,Chabot College,PHYS 2,PHYS 4B (5.00); PHYS 4C (5.00),,
University of California Santa Barbara,Chabot College,PHYS 3; PHYS 3L,PHYS 4B (5.00); PHYS 4C (5.00),,
University of California Santa Barbara,Chabot College,PHYS 6A; PHYS 6AL; PHYS 6B; PHYS 6BL; PHYS 6C; PHYS 6CL,PHYS 3A (4.00); PHYS 3B (4.00),,
University of California Santa Barbara,Chabot College,PHYS 7A,PHYS 4A (5.00),PHYS 7A (5.00),
University of California Santa Barbara,Chabot College,PHYS 7B,PHYS 4B (5.00); PHYS 4C (5.00),PHYS 7A (5.00); PHYS 7C (5.00),
University of California Santa Barbara,Chabot College,PHYS 7C,PHYS 4B (5.00); PHYS 4C (5.00),PHYS 7B (5.00); PHYS 7C (5.00),
University of California Santa Barbara,Chabot College,PHYS 7D,PHYS 4C (5.00); PHYS 5 (3.00),PHYS 7B (5.00); PHYS 7D (3.00),
University of California Santa Barbara,Chabot College,PHYS 7L,PHYS 4B (5.00); PHYS 4C (5.00),PHYS 7A (5.00); PHYS 7B (5.00),
University of California Santa Barbara,Chabot College,CHEM 1A; CHEM 1AL; CHEM 1B; CHEM 1BL; CHEM 1C; CHEM 1CL,CHEM 1A (5.00); CHEM 1B (5.00),,
University of California Santa Barbara,Chabot College,MCDB 1A; MCDB 1LL,BIOS 21A (4.00); BIOS 21B (4.00); BIOS 21C (5.00),,
University of California Santa Barbara,Chabot College,MCDB 1B,BIOS 21A (4.00); BIOS 21B (4.00); BIOS 21C (5.00),,
University of California Santa Barbara,Chabot College,PSTAT 120A,Not Articulated,,
University of California Santa Cruz,Chabot College,CSE 12,CSCI 21 (4.00),,
University of California Santa Cruz,Chabot College,CSE 16,MTH 8 (3.00),CSCI 28 (3.00),
University of California Santa Cruz,Chabot College,CSE 30,CSCI 20 (4.00),,
University of California Santa Cruz,Chabot College,MATH 19A,MTH 1 (5.00),,
University of California Santa Cruz,Chabot College,MATH 19B,MTH 2 (5.00),,
University of California Santa Cruz,Chabot College,AM 10,MTH 6 (3.00),,
University of California Santa Cruz,Chabot College,MATH 21,MTH 6 (3.00),,
University of California Santa Cruz,Chabot College,AM 30,MTH 3 (5.00),,
University of California Santa Cruz,Chabot College,MATH 23A,MTH 3 (5.00),,
