UC Campus,CC,UC Course Requirement,Courses Group 1,Courses Group 2,Courses Group 3
University of California Merced,Hartnell College,WRI 010,ENG 1B (3.00),ENG 2 (3.00),
University of California Riverside,Hartnell College,CS 10A,CSS 2A (4.00),CSS 4 (4.00),
University of California Riverside,Hartnell College,CS 10B,Not Articulated,,
University of California Riverside,Hartnell College,MATH 9A; MATH 9B; MATH 9C,MAT 3A (4.00); MAT 3B (4.00),,
University of California Riverside,Hartnell College,PHYS 40A,PHY 4A (4.00),,
University of California Riverside,Hartnell College,CS 11,Not Articulated,,
University of California Riverside,Hartnell College,CS 10C,CSS 2B (4.00),,
University of California Riverside,Hartnell College,CS 61,Not Articulated,,
University of California Riverside,Hartnell College,MATH 10A,MAT 3C (4.00),,
University of California Riverside,Hartnell College,PHYS 40B,PHY 4A (4.00); PHY 4C (4.00),,
University of California Riverside,Hartnell College,PHYS 40C,PHY 4B (4.00),,
University of California Riverside,Hartnell College,EE 20B,Not Articulated,,
University of California Riverside,Hartnell College,MATH 31,MAT 4 (3.00),,
University of California San Diego,Hartnell College,CSE 8A,Not Articulated,,
University of California San Diego,Hartnell College,CSE 8B,Not Articulated,,
University of California San Diego,Hartnell College,CSE 11,Not Articulated,,
University of California San Diego,Hartnell College,CSE 12,Not Articulated,,
University of California San Diego,Hartnell College,CSE 15L,Not Articulated,,
University of California San Diego,Hartnell College,CSE 20,MAT 7 (4.00),,
University of California San Diego,Hartnell College,CSE 21,Not Articulated,,
University of California San Diego,Hartnell College,CSE 30,Not Articulated,,
University of California San Diego,Hartnell College,MATH 18,MAT 4 (3.00),,
University of California San Diego,Hartnell College,MATH 20A,MAT 3A (4.00),,
University of California San Diego,Hartnell College,MATH 20B,MAT 3B (4.00),,
University of California San Diego,Hartnell College,MATH 20C,MAT 3C (4.00),,
University of California San Diego,Hartnell College,BILD 1,BIO 1 (5.00); BIO 2 (5.00); BIO 3 (5.00),,
University of California San Diego,Hartnell College,BILD 2,BIO 1 (5.00); BIO 2 (5.00); BIO 3 (5.00),,
University of California San Diego,Hartnell College,BILD 3,BIO 1 (5.00); BIO 2 (5.00); BIO 3 (5.00),,
University of California San Diego,Hartnell College,CHEM 6A,CHM 1A (5.00),,
University of California San Diego,Hartnell College,CHEM 6B,CHM 1A (5.00); CHM 1B (5.00),,
University of California San Diego,Hartnell College,PHYS 2A,PHY 4A (4.00),,
University of California San Diego,Hartnell College,PHYS 2B,PHY 4B (4.00),,
University of California San Diego,Hartnell College,PHYS 4A,Not Articulated,,
University of California San Diego,Hartnell College,PHYS 4B,Not Articulated,,
University of California Santa Barbara,Hartnell College,MATH 3A,MAT 3A (4.00),,
University of California Santa Barbara,Hartnell College,MATH 3B,MAT 3B (4.00),,
University of California Santa Barbara,Hartnell College,MATH 4A,MAT 4 (3.00),,
University of California Santa Barbara,Hartnell College,MATH 4B,MAT 5 (3.00),,
University of California Santa Barbara,Hartnell College,CMPSC 16,CSS 2A (4.00),,
University of California Santa Barbara,Hartnell College,CMPSC 24,CSS 2B (4.00),,
University of California Santa Barbara,Hartnell College,CMPSC 40,CSS 7 (4.00),MAT 7 (4.00),
University of California Santa Barbara,Hartnell College,CMPSC 32,Not Articulated,,
University of California Santa Barbara,Hartnell College,CMPSC 64,CSS 3 (4.00),,
University of California Santa Barbara,Hartnell College,MATH 6A,MAT 3C (4.00),,
University of California Santa Barbara,Hartnell College,PHYS 1,PHY 4A (4.00),,
University of California Santa Barbara,Hartnell College,PHYS 2,PHY 4A (4.00); PHY 4C (4.00),,
University of California Santa Barbara,Hartnell College,PHYS 3; PHYS 3L,PHY 4B (4.00),,
University of California Santa Barbara,Hartnell College,PHYS 6A; PHYS 6AL; PHYS 6B; PHYS 6BL; PHYS 6C; PHYS 6CL,PHY 2A (4.00); PHY 2B (4.00),,
University of California Santa Barbara,Hartnell College,PHYS 7A,PHY 4A (4.00),,
University of California Santa Barbara,Hartnell College,PHYS 7B,PHY 4A (4.00); PHY 4B (4.00); PHY 4C (4.00),,
University of California Santa Barbara,Hartnell College,PHYS 7C,PHY 4B (4.00); PHY 4C (4.00),,
University of California Santa Barbara,Hartnell College,PHYS 7D,PHY 4C (4.00),,
University of California Santa Barbara,Hartnell College,PHYS 7L,PHY 4A (4.00); PHY 4B (4.00),,
University of California Santa Barbara,Hartnell College,CHEM 1A; CHEM 1AL; CHEM 1B; CHEM 1BL; CHEM 1C; CHEM 1CL,CHM 1A (5.00); CHM 1B (5.00),,
University of California Santa Barbara,Hartnell College,MCDB 1A; MCDB 1LL,BIO 1 (5.00); BIO 2 (5.00); BIO 3 (5.00),,
University of California Santa Barbara,Hartnell College,MCDB 1B,BIO 1 (5.00); BIO 2 (5.00); BIO 3 (5.00),,
University of California Santa Barbara,Hartnell College,PSTAT 120A,Not Articulated,,
University of California Santa Cruz,Hartnell College,CSE 12,CSS 3 (4.00),,
University of California Santa Cruz,Hartnell College,CSE 16,CSS 7 (4.00),,
University of California Santa Cruz,Hartnell College,CSE 30,CSS 2B (4.00); CSS 4 (4.00),,
University of California Santa Cruz,Hartnell College,MATH 19A,MAT 3A (4.00),,
University of California Santa Cruz,Hartnell College,MATH 19B,MAT 3B (4.00),,
University of California Santa Cruz,Hartnell College,AM 10,MAT 4 (3.00),,
University of California Santa Cruz,Hartnell College,MATH 21,MAT 4 (3.00),,
University of California Santa Cruz,Hartnell College,AM 30,MAT 3C (4.00),,
University of California Santa Cruz,Hartnell College,MATH 23A,MAT 3C (4.00),,
