UC Campus,CC,UC Course Requirement,Courses Group 1,Courses Group 2
University of California Los Angeles,Cuesta College,COM SCI 35L,Not Articulated,
University of California Los Angeles,Cuesta College,COM SCI M51A,Not Articulated,
University of California Los Angeles,Cuesta College,EC ENGR M16,Not Articulated,
University of California Los Angeles,Cuesta College,MATH 31A,MATH 265A (5.00),
University of California Los Angeles,Cuesta College,MATH 31B,MATH 265B (5.00),
University of California Los Angeles,Cuesta College,MATH 32A,MATH 283 (5.00),
University of California Los Angeles,Cuesta College,MATH 32B,MATH 283 (5.00),
University of California Los Angeles,Cuesta College,MATH 33A,MATH 287 (5.00),
University of California Los Angeles,Cuesta College,MATH 33B,MATH 287 (5.00),
University of California Los Angeles,Cuesta College,MATH 61,CIS 241 (3.00),
University of California Los Angeles,Cuesta College,PHYSICS 1A; PHYSICS 1B; PHYSICS 1C,PHYS 208A (5.00); PHYS 208B (5.00),
University of California Los Angeles,Cuesta College,PHYSICS 4AL,Not Articulated,
University of California Los Angeles,Cuesta College,PHYSICS 4BL,Not Articulated,
University of California Los Angeles,Cuesta College,ENGCOMP 3,ENGL 201A (4.00),
University of California Los Angeles,Cuesta College,,ENGL 201B (4.00),ENGL 201C (4.00)
University of California Los Angeles,Cuesta College,,Not Articulated,
University of California Merced,Cuesta College,CSE 022,CIS 217 (3.00),CIS 231 (4.00)
University of California Merced,Cuesta College,CSE 030,CIS 233 (2.00),
University of California Merced,Cuesta College,MATH 021,MATH 265A (5.00),
University of California Merced,Cuesta College,MATH 022,MATH 265B (5.00),
University of California Merced,Cuesta College,MATH 023,MATH 283 (5.00),
University of California Merced,Cuesta College,MATH 024,MATH 287 (5.00),
University of California Merced,Cuesta College,PHYS 008; PHYS 008L,PHYS 208A (5.00),
University of California Merced,Cuesta College,PHYS 009; PHYS 009L,PHYS 208B (5.00),
University of California Merced,Cuesta College,CSE 015,CIS 241 (3.00),
University of California Merced,Cuesta College,CSE 022,CIS 217 (3.00),CIS 231 (4.00)
University of California Merced,Cuesta College,CSE 024,Not Articulated,
University of California Merced,Cuesta College,CSE 030,CIS 233 (2.00),
University of California Merced,Cuesta College,CSE 031,CIS 240 (3.00),
University of California Merced,Cuesta College,ENGR 065,ENGR 217 (4.00),
University of California Merced,Cuesta College,ENGR 091,Not Articulated,
University of California Merced,Cuesta College,MATH 032,Not Articulated,
University of California Merced,Cuesta College,ENGR 080,Not Articulated,
University of California Merced,Cuesta College,WRI 001,ENGL 201A (4.00),
University of California Merced,Cuesta College,WRI 010,ENGL 201B (4.00),ENGL 201C (4.00)
University of California Riverside,Cuesta College,CS 10A,CIS 217 (3.00),CIS 231 (4.00)
University of California Riverside,Cuesta College,CS 10B,CIS 232 (2.00); CIS 233 (2.00),
University of California Riverside,Cuesta College,MATH 9A; MATH 9B; MATH 9C,MATH 265A (5.00); MATH 265B (5.00),
University of California Riverside,Cuesta College,PHYS 40A,PHYS 208A (5.00),
University of California Riverside,Cuesta College,CS 11,CIS 241 (3.00),
University of California Riverside,Cuesta College,CS 10C,Not Articulated,
University of California Riverside,Cuesta College,CS 61,CIS 240 (3.00),
University of California Riverside,Cuesta College,MATH 10A,MATH 283 (5.00),
University of California Riverside,Cuesta College,PHYS 40B,PHYS 208A (5.00); PHYS 208B (5.00),
University of California Riverside,Cuesta College,PHYS 40C,PHYS 208B (5.00),
University of California Riverside,Cuesta College,EE 20B,Not Articulated,
University of California Riverside,Cuesta College,MATH 31,MATH 287 (5.00),
University of California San Diego,Cuesta College,CSE 8A,CIS 231 (4.00); CIS 232 (2.00); CIS 233 (2.00),
University of California San Diego,Cuesta College,CSE 8B,CIS 231 (4.00); CIS 232 (2.00); CIS 233 (2.00),
University of California San Diego,Cuesta College,CSE 11,Not Articulated,
University of California San Diego,Cuesta College,CSE 12,CIS 231 (4.00); CIS 232 (2.00); CIS 233 (2.00),
University of California San Diego,Cuesta College,CSE 15L,Not Articulated,
University of California San Diego,Cuesta College,CSE 20,CIS 241 (3.00),
University of California San Diego,Cuesta College,CSE 21,Not Articulated,
University of California San Diego,Cuesta College,CSE 30,Not Articulated,
University of California San Diego,Cuesta College,MATH 18,MATH 287 (5.00),
University of California San Diego,Cuesta College,MATH 20A,MATH 265A (5.00),
University of California San Diego,Cuesta College,MATH 20B,MATH 265B (5.00),
University of California San Diego,Cuesta College,MATH 20C,MATH 283 (5.00),
University of California San Diego,Cuesta College,BILD 1,BIO 201A (5.00); BIO 201B (5.00),
University of California San Diego,Cuesta College,BILD 2,BIO 201A (5.00); BIO 201B (5.00),
University of California San Diego,Cuesta College,BILD 3,BIO 201A (5.00); BIO 201B (5.00),
University of California San Diego,Cuesta College,CHEM 6A,CHEM 201A (5.00),
University of California San Diego,Cuesta College,CHEM 6B,CHEM 201A (5.00); CHEM 201B (5.00),
University of California San Diego,Cuesta College,PHYS 2A,PHYS 208A (5.00),
University of California San Diego,Cuesta College,PHYS 2B,PHYS 208B (5.00),
University of California San Diego,Cuesta College,PHYS 4A,Not Articulated,
University of California San Diego,Cuesta College,PHYS 4B,Not Articulated,
University of California Santa Barbara,Cuesta College,MATH 3A,MATH 265A (5.00),
University of California Santa Barbara,Cuesta College,MATH 3B,MATH 265B (5.00),
University of California Santa Barbara,Cuesta College,MATH 4A,MATH 287 (5.00),
University of California Santa Barbara,Cuesta College,MATH 4B,MATH 287 (5.00),
University of California Santa Barbara,Cuesta College,CMPSC 16,CIS 217 (3.00),
University of California Santa Barbara,Cuesta College,CMPSC 24,Not Articulated,
University of California Santa Barbara,Cuesta College,CMPSC 40,CIS 241 (3.00),
University of California Santa Barbara,Cuesta College,CMPSC 32,Not Articulated,
University of California Santa Barbara,Cuesta College,CMPSC 64,CIS 240 (3.00),
University of California Santa Barbara,Cuesta College,MATH 6A,MATH 283 (5.00),
University of California Santa Barbara,Cuesta College,PHYS 1,PHYS 208A (5.00),
University of California Santa Barbara,Cuesta College,PHYS 2,PHYS 208A (5.00),
University of California Santa Barbara,Cuesta College,PHYS 3; PHYS 3L,PHYS 208B (5.00),
University of California Santa Barbara,Cuesta College,PHYS 6A; PHYS 6AL; PHYS 6B; PHYS 6BL; PHYS 6C; PHYS 6CL,PHYS 205A (4.00); PHYS 205B (4.00),
University of California Santa Barbara,Cuesta College,PHYS 7A,PHYS 208A (5.00),
University of California Santa Barbara,Cuesta College,PHYS 7B,PHYS 208A (5.00); PHYS 208B (5.00),
University of California Santa Barbara,Cuesta College,PHYS 7C,PHYS 208B (5.00),
University of California Santa Barbara,Cuesta College,PHYS 7D,PHYS 208A (5.00); PHYS 208C (4.00),
University of California Santa Barbara,Cuesta College,PHYS 7L,PHYS 208A (5.00); PHYS 208B (5.00),
University of California Santa Barbara,Cuesta College,CHEM 1A; CHEM 1AL; CHEM 1B; CHEM 1BL; CHEM 1C; CHEM 1CL,CHEM 201A (5.00); CHEM 201B (5.00),
University of California Santa Barbara,Cuesta College,MCDB 1A; MCDB 1LL,BIO 201A (5.00),
University of California Santa Barbara,Cuesta College,MCDB 1B,BIO 201A (5.00); BIO 201B (5.00),
University of California Santa Barbara,Cuesta College,PSTAT 120A,Not Articulated,
University of California Santa Cruz,Cuesta College,CSE 12,CIS 240 (3.00),
University of California Santa Cruz,Cuesta College,CSE 16,CIS 241 (3.00),
University of California Santa Cruz,Cuesta College,CSE 30,CIS 232 (2.00); CIS 233 (2.00),
University of California Santa Cruz,Cuesta College,MATH 19A,MATH 265A (5.00),
University of California Santa Cruz,Cuesta College,MATH 19B,MATH 265B (5.00),
University of California Santa Cruz,Cuesta College,AM 10,MATH 287 (5.00),
University of California Santa Cruz,Cuesta College,MATH 21,MATH 287 (5.00),
University of California Santa Cruz,Cuesta College,AM 30,MATH 283 (5.00),
University of California Santa Cruz,Cuesta College,MATH 23A,MATH 283 (5.00),
